 PedCrashID,crashalcoh,excsspdind,ped_pos,drvr_injur,hit_run,drvr_estsp,exceedSpeed, speed_limi
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=167, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=168, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='0-5 mph', PedCrashID=169, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='56-60 mph', PedCrashID=170, exceedSpeed=5, speed_limi=50 - 55  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=171, exceedSpeed=-5, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=172, exceedSpeed=-30, speed_limi=40 - 45  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Sidewalk / Shared Use Path / Driveway Crossing', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='31-35 mph', PedCrashID=173, exceedSpeed=0, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=174, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=175, exceedSpeed=-10, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=176, exceedSpeed=-10, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=177, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='26-30 mph', PedCrashID=178, exceedSpeed=5, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=179, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=180, exceedSpeed=-5, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Intersection Proper', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='16-20 mph', PedCrashID=181, exceedSpeed=-5, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=182, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='16-20 mph', PedCrashID=183, exceedSpeed=-15, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='0-5 mph', PedCrashID=184, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=185, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Intersection Proper', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=186, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Driveway / Alley', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=187, exceedSpeed=-5, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=188, exceedSpeed=-35, speed_limi=40 - 45  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=189, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=190, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=191, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=192, exceedSpeed=0, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='Yes', drvr_estsp='0-5 mph', PedCrashID=193, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=194, exceedSpeed=0, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=195, exceedSpeed=0, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=196, exceedSpeed=-15, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=197, exceedSpeed=-15, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=198, exceedSpeed=-15, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=199, exceedSpeed=-10, speed_limi=40 - 45  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='6-10 mph', PedCrashID=200, exceedSpeed=-5, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=201, exceedSpeed=-1, speed_limi=Unknown}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Driveway / Alley', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=202, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=203, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=204, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=205, exceedSpeed=0, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=206, exceedSpeed=-25, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=207, exceedSpeed=0, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='21-25 mph', PedCrashID=208, exceedSpeed=0, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=209, exceedSpeed=-15, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='41-45 mph', PedCrashID=210, exceedSpeed=10, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='41-45 mph', PedCrashID=211, exceedSpeed=0, speed_limi=40 - 45  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=212, exceedSpeed=-5, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='16-20 mph', PedCrashID=213, exceedSpeed=-15, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=214, exceedSpeed=0, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=215, exceedSpeed=-30, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=216, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=217, exceedSpeed=-25, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='16-20 mph', PedCrashID=218, exceedSpeed=-15, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='Yes', drvr_estsp='Unknown', PedCrashID=219, exceedSpeed=-1, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=220, exceedSpeed=-10, speed_limi=40 - 45  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='Yes', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='51-55 mph', PedCrashID=221, exceedSpeed=10, speed_limi=40 - 45  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=222, exceedSpeed=-5, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Intersection Proper', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=223, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=224, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='0-5 mph', PedCrashID=225, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=226, exceedSpeed=-20, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='21-25 mph', PedCrashID=227, exceedSpeed=-10, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Sidewalk / Shared Use Path / Driveway Crossing', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='6-10 mph', PedCrashID=228, exceedSpeed=-15, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='26-30 mph', PedCrashID=229, exceedSpeed=-5, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='21-25 mph', PedCrashID=230, exceedSpeed=-10, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='Unknown Injury', hit_run='No', drvr_estsp='Unknown', PedCrashID=231, exceedSpeed=-1, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='6-10 mph', PedCrashID=232, exceedSpeed=-25, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=233, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Paved Shoulder / Bike Lane / Parking Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=234, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=235, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='26-30 mph', PedCrashID=236, exceedSpeed=-5, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=237, exceedSpeed=0, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='41-45 mph', PedCrashID=238, exceedSpeed=0, speed_limi=40 - 45  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=239, exceedSpeed=-10, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='Yes', drvr_estsp='11-15 mph', PedCrashID=240, exceedSpeed=-20, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=241, exceedSpeed=-30, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Sidewalk / Shared Use Path / Driveway Crossing', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=242, exceedSpeed=-10, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='16-20 mph', PedCrashID=243, exceedSpeed=-5, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Driveway / Alley', drvr_injur='Unknown Injury', hit_run='Yes', drvr_estsp='11-15 mph', PedCrashID=244, exceedSpeed=0, speed_limi=5 - 15 MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='31-35 mph', PedCrashID=245, exceedSpeed=0, speed_limi=30 - 35  MPH}
ReasonPed{crashalcoh='Yes', excsspdind='No', ped_pos='Travel Lane', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='0-5 mph', PedCrashID=246, exceedSpeed=-20, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-Roadway - Parking Lot / Other', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='11-15 mph', PedCrashID=247, exceedSpeed=-1, speed_limi=Unknown}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='O: No Injury', hit_run='No', drvr_estsp='26-30 mph', PedCrashID=248, exceedSpeed=5, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Crosswalk Area', drvr_injur='A: Disabling Injury', hit_run='No', drvr_estsp='Unknown', PedCrashID=249, exceedSpeed=-1, speed_limi=20 - 25  MPH}
ReasonPed{crashalcoh='No', excsspdind='No', ped_pos='Non-